Sample,Twist_0.13R,Twist_0.19R,Twist_0.47R,Twist_0.50R,Twist_0.74R,Twist_0.82R,Twist_0.85R,Twist_0.86R,Twist_0.93R,Twist_1.00R
1654,0.0,0.03302090586412065,-8.56819861544817,-8.051532176400848,-10.880020958307789,-14.479529276959282,-12.744169833207772,-12.874213233148733,-12.599563413740022,-13.23937904340979
1655,0.0,-3.1071238062586732,-6.17564117038542,-6.315702737021487,-10.738915024511313,-12.217992597374108,-12.494715159879277,-13.052343015533243,-12.74969195288624,-10.912831140559119
1656,0.0,-2.6797489993024572,-5.31612233268898,-5.876222104223014,-14.172080545322448,-12.191204021920605,-15.003663728362232,-16.404805321567217,-14.830181390899341,-10.366746937654863
1657,0.0,-2.104696092264679,-5.159286943849528,-7.9533043032575925,-12.108206047434502,-12.81284035355505,-14.519285029053638,-12.78251772241838,-11.426814160573056,-9.58922738986329
1658,0.0,-0.8988057414024899,-5.088061721943131,-6.010445231990859,-10.613552161828931,-14.4984970081575,-15.953635422892129,-12.620933815651403,-11.416945842274394,-10.401541032430663
1659,0.0,-1.9307665870260318,-5.228476961184304,-6.692210064753435,-13.931343819752337,-11.980939885079586,-13.6676188137614,-16.316915349417147,-11.950829621350229,-12.346597704168149
1660,0.0,-0.6103988557458804,-6.399660873889296,-9.234190422741893,-13.589804255446703,-11.946053818302474,-14.607044504670464,-15.976116657124301,-14.835559214242618,-13.160422993048119
1661,0.0,-0.8771318451524732,-5.297832892205182,-6.345298517871225,-13.242356639929948,-12.92959335553751,-14.938882959213617,-12.664026353476686,-14.868973529940215,-11.555624969354527
1662,0.0,-3.0588599152616673,-5.13751685610096,-8.459411051769068,-10.888913824634676,-12.576646565170051,-13.593453080003123,-15.416737836835475,-14.018340174213456,-10.158641726123056
1663,0.0,-2.777753678385856,-6.562566778224275,-7.92646992106969,-11.52026684014146,-12.720110355689135,-13.601953384708398,-13.805073553654521,-11.399459288921241,-10.113545946893737
1664,0.0,-2.970704633989441,-7.771597811820321,-6.11192296848884,-11.15348352370048,-13.917423466253325,-15.048864467573164,-13.717682640251617,-14.322177674750247,-9.861499367424484
1665,0.0,-0.5607239870842857,-5.623131947831595,-7.141785927539795,-13.085210039119909,-14.380051163060724,-14.657445209691046,-13.981858049012407,-12.97128402389062,-10.079722840154918
1666,0.0,-0.10965059151068424,-8.773722584565967,-8.674688200805384,-12.332948327054217,-14.67369606701006,-15.973820797149862,-15.032293682998517,-11.510363064759183,-11.14469365920011
1667,0.0,-2.279540595656359,-6.171749962314515,-8.539160480282806,-11.964226536350786,-15.588607496459934,-15.461714046012954,-13.160695109956539,-12.606205614486178,-11.734604136932226
1668,0.0,-1.4976134127045995,-5.106986959066038,-6.5283431455511,-12.29062526474516,-15.875907162559347,-15.256863914976197,-14.610883198509612,-13.232306139204088,-11.82660910860923
1669,0.0,-0.0936293722658803,-8.405572397948806,-9.576870997597887,-12.989787304524313,-14.858760517834126,-12.795728659159643,-12.886063131101169,-11.540694460580458,-11.853710136956039
1670,0.0,-1.5138026191229488,-7.76151284808244,-7.859339731633791,-12.431631009818924,-14.007415116376444,-12.97050844190893,-12.90693247380139,-15.141321409995772,-12.091175605514236
1671,0.0,-1.341770195214246,-8.554947689280775,-5.776355974756047,-12.220429164074826,-12.175692113117718,-14.696017441908445,-15.709738260723991,-12.694111176171207,-11.924783316936178
1672,0.0,-0.8576003524548916,-6.296815230753644,-8.775644696374108,-10.91820059766905,-15.08502308445287,-15.183164948035998,-14.415781737194473,-14.942187242812677,-10.326677201370565
1673,0.0,-0.5513186961897936,-8.361959860163719,-7.695696548647916,-11.24769299012339,-13.823034365058849,-12.683128598244172,-13.135717160188161,-14.031739251172514,-12.829604549130945
1674,0.0,-1.9376371425503691,-6.001759259718002,-8.102227563862185,-12.03058527875381,-14.861952227067906,-15.435089552319926,-14.592352927720082,-12.201006111266398,-12.809291568350607
1675,0.0,-1.0216564439678755,-6.241624353452046,-8.478098482986665,-10.838907049973944,-13.142041138112374,-13.99977631224733,-13.602347812151036,-14.611249749390335,-12.301141236742561
1676,0.0,-1.1992510588692857,-6.143126833245662,-6.997431177354733,-13.401252219932045,-15.760180600493541,-13.904733535902015,-12.62709318687187,-13.556650394851795,-13.201520661769614
1677,0.0,-2.48663579543011,-8.663657368348606,-6.6142934674419624,-11.291538785129971,-15.41036693088157,-13.959056030560824,-13.856641048745928,-12.019274668871953,-12.114425480819683
1678,0.0,-0.7995908194667036,-6.253147167732732,-6.721914546308185,-10.529423540657831,-12.671214791079006,-14.183658317380893,-15.616439365135522,-11.723265484921729,-11.15478080769919
1679,0.0,-3.143487581958293,-5.792048938818983,-7.946855424193053,-13.501303403803666,-15.790921278672883,-13.010475943191427,-13.336928698503359,-11.919699489050979,-10.934413678034597
1680,0.0,-0.022734344327259404,-5.753980671043,-8.78782563433778,-11.766067936684253,-14.237060663935203,-14.998130826053695,-13.655847809847316,-12.45888308982537,-9.834836874007856
1681,0.0,0.1454541079363212,-5.5031376379607835,-8.926289997445988,-14.08759791000107,-13.572982420689693,-13.357132925782627,-12.71168160949531,-14.08037029754777,-10.898350366146683
1682,0.0,-0.8508416033457395,-5.311572256482389,-6.22011709110704,-10.387590340407797,-14.629001513187184,-13.189123526899897,-13.711128771876558,-13.196112334777915,-9.524499541595436
1683,0.0,-1.9895105949030294,-8.358824536238977,-6.801121033964504,-11.895889737244053,-13.848092543536634,-13.964899360731348,-16.510722548265694,-12.772212898852388,-12.40390158869752
1684,0.0,-2.991922919179497,-6.766622976308378,-7.121893433221378,-13.558070347213448,-12.381961791980672,-14.829671864032816,-14.974428660441621,-11.559199094307868,-12.253596598724739
1685,0.0,-2.8566385979280153,-7.106707503584185,-6.805257945551186,-11.058294188101867,-15.294236421219445,-16.03249961055624,-13.557482519490694,-11.346733198452823,-11.829014716443304
1686,0.0,-2.8103909011136152,-8.532388211334698,-6.35330090251847,-11.250216750503736,-15.579335681454433,-12.870801403704696,-13.089342541827236,-12.356763458954031,-10.729692104367299
1687,0.0,-2.4721111123384314,-5.739786594623624,-6.582537322354476,-11.71208508441993,-12.803124808843764,-13.444448708460762,-14.712918406246366,-13.051604628412123,-12.199583093521497
1688,0.0,-2.7032007712325665,-5.3519557438173155,-5.756927502190492,-10.472078776780709,-15.47763885029962,-12.582442587740113,-14.482352477617994,-13.206140019843932,-11.308655799887276
1689,0.0,-0.9146523179341082,-7.110605543063932,-8.227186385879538,-13.505503084338656,-13.091875533437294,-15.25218810015736,-15.304300763664976,-11.579179685021048,-12.832196271187755
1690,0.0,-2.3827415285692384,-5.6572491044610915,-8.439561090064078,-13.962435198574916,-15.531335971128193,-14.357291739331693,-13.921719232252517,-12.666627494991527,-9.591500183729776
1691,0.0,-0.7115039997288832,-7.616478389083982,-8.309242315675517,-12.273350324175336,-13.436548856825244,-13.378903599990728,-16.35087155545451,-11.391547019136741,-12.562001382511827
1692,0.0,-1.4190020532229135,-5.570368681627127,-9.22529368393611,-12.69736073772594,-12.017002253017386,-16.44108405908357,-13.83463011637811,-13.4366266453586,-12.9394902341197
1693,0.0,-0.6602634627348527,-8.269543006629386,-9.309310026363203,-12.859768949369311,-14.048520289384399,-13.841012358103631,-13.370077979023058,-13.081825013150109,-9.633350782921358
1694,0.0,-2.471245750498143,-5.817465378401973,-9.150568657713519,-14.203207720537504,-15.60160184382081,-13.156180588889407,-13.29791763377858,-14.757783773605002,-10.185926037667812
1695,0.0,-0.8256166970180634,-8.852588622184877,-9.07916311093527,-11.328240324844476,-15.065508333463331,-13.366307279331984,-16.119733647869847,-12.764481113905024,-10.512320823814566
1696,0.0,-1.0081418087273817,-5.661422730256101,-8.966372407553811,-12.246395335624124,-14.342339393207725,-14.624611590244935,-14.533882422868256,-15.024973243355848,-12.29452175587861
1697,0.0,-0.08234078151940905,-5.034037802839411,-9.370729985294137,-10.682220122948452,-12.796054023991339,-15.48620595941187,-12.884637043032786,-13.675501727402876,-10.932133972502337
1698,0.0,0.4646426521524867,-8.3532410850576,-8.529763980410934,-11.686367974016944,-14.851588535411357,-16.409729730434094,-16.0059529682633,-15.111617098716037,-12.352247536401638
1699,0.0,-1.077894258020327,-6.737629984105607,-6.450424650368909,-12.088330394801092,-14.4658728283008,-13.706311397252211,-14.169554206770817,-14.426810518508525,-12.951447610530986
1700,0.0,-3.1161837027603334,-6.369450116575476,-6.479023822754638,-11.579800756770677,-15.286376796834487,-15.166218712155949,-15.30039244059697,-12.158157150734498,-12.863960301081724
1701,0.0,-0.08024571325182261,-6.392401701891188,-7.4256193714945535,-14.010493508791404,-12.13844458668038,-12.867344619560814,-15.678797530460878,-13.6076709583076,-9.651276538691326
1702,0.0,0.6754235705658314,-8.801195846551238,-7.579732923243096,-11.354728965921105,-14.457472941443047,-14.820831665960753,-16.027086146795554,-11.893467400055595,-12.74012105474262
1703,0.0,0.00309010095531681,-5.304190427031985,-7.333450011088944,-13.79521561253037,-14.782653859320778,-12.506152563026784,-15.09785160492406,-14.824630007441094,-10.840550753554794
1704,0.0,0.5197979900581648,-6.439154706418193,-6.892531306910779,-14.219685706164423,-15.693365533567253,-14.322007829811618,-16.437131349223332,-13.53846366935364,-10.534030734240055
1705,0.0,-0.2772387343259748,-8.86640982872041,-6.075799271619907,-13.325146761481907,-13.83841837021944,-15.909958254879374,-13.433092883133222,-12.574330944344252,-13.031034484340339
1706,0.0,-0.5359186981164461,-7.432848420461683,-6.29085069102379,-14.282922253444449,-15.532560207102309,-15.204323567226087,-13.111157855406736,-14.897788400393434,-11.685471459483804
1707,0.0,-3.228192374815275,-6.02880169795211,-7.598010591759811,-11.352615880771774,-12.593338753185227,-14.152580468566981,-13.03168111663819,-12.95895476842708,-10.74733833632568
1708,0.0,-1.5457677304465631,-8.547365620617297,-6.6677946524085705,-12.02161613071185,-15.467134128490788,-15.974594466200035,-13.076596284809302,-14.465750662179715,-11.618107768459478
1709,0.0,-3.069882873696194,-8.726654119600383,-8.665477742119627,-11.556660059505274,-15.423906602778466,-16.346072948060314,-15.176706637753279,-13.305734922094054,-10.316548113078273
1710,0.0,-0.01655123895318633,-7.151797503632137,-7.037661164506345,-12.910211542390591,-13.395160359819739,-14.14244679037668,-14.568430276543529,-13.823230807973806,-12.07824773232833
1711,0.0,-0.788939558002006,-5.108511643468525,-7.743707844945154,-12.437108988464736,-13.340430217662522,-13.777852931305443,-14.239645793060813,-13.464530584460732,-11.337922101815607
1712,0.0,-0.132535477834284,-7.882585286244093,-5.59877192670861,-10.530329610440909,-13.123374032277425,-15.847114674651655,-13.955788924963104,-12.308481750451293,-10.3903404617732
1713,0.0,-0.638717246785359,-6.860292217367016,-8.889892302056333,-14.213434893393739,-12.297592383309297,-13.453496087246744,-13.204485638349546,-13.64428131327604,-12.94085886716602
1714,0.0,-3.119658038243549,-6.494661030657201,-9.390019125884457,-13.403320121404242,-12.586400126141706,-15.889085670324782,-12.754029760100051,-14.725017699711243,-11.398787216971535
1715,0.0,-0.18376082397396498,-6.069443627598888,-9.272072056309806,-13.883579044793278,-13.04558245490875,-13.133326819096666,-15.017858593471807,-13.963606507055331,-11.472437797329203
1716,0.0,-2.8327630917700484,-5.724699846444873,-7.997009815632879,-11.471907427240396,-12.279231196736895,-12.52862587811884,-14.65188303547677,-14.563400542945658,-11.606532161046964
1717,0.0,-1.1318130255376047,-6.300688425795604,-8.32703242255117,-12.306958445691379,-15.113847261746598,-14.930531326718802,-12.914666613493733,-12.603320320366674,-9.731773231405828
1718,0.0,-0.07222976818133775,-5.028419767037811,-9.015896068964969,-12.515554594208808,-12.200692139534976,-15.91871526961616,-13.536939067741333,-12.341347598999505,-13.191122082209302
1719,0.0,0.41644776009500317,-8.928108333583559,-8.24163808148503,-14.048116102703505,-14.771761947850043,-12.960086508870695,-15.446255664862756,-12.854360368743633,-12.79044610156428
1720,0.0,-2.1708035241451804,-6.035310964013753,-6.643785206763816,-14.163049005620273,-14.683064979481694,-15.4946386101959,-13.627601360848612,-14.372220972456235,-13.408602206361316
1721,0.0,-2.652193962827478,-6.806428361637652,-6.435173195823111,-12.368251920775961,-13.958201235590526,-16.035651821622878,-13.474236598256187,-14.203216106699823,-12.980704022365789
1722,0.0,-0.9237927342435523,-8.111415100073616,-7.7841188604630265,-12.229790936221018,-12.282827797789071,-16.230596454897967,-13.363345564043126,-15.083435947842466,-9.534606501553741
1723,0.0,-1.030703313091994,-5.912312661019014,-8.935186887129618,-12.879913818106663,-13.368833248924686,-15.891992412363187,-15.64035282920899,-14.311592198918083,-9.513856216507229
1724,0.0,-0.6973761087053267,-8.066218652578621,-7.832653082707677,-10.644171331626353,-12.663203496241831,-15.351996297618317,-15.438749509226469,-15.150325890085051,-10.168537280389334
1725,0.0,-1.5711416039384203,-6.969137923573667,-5.860459641665873,-11.249501409481075,-12.642176024582987,-15.421246080565528,-15.8648513978979,-11.376254350039686,-10.289268769504192
1726,0.0,-1.5293460988363898,-7.182880040591262,-6.785595985638931,-11.84701863316882,-15.224571508904196,-14.317907202555876,-14.395888088075498,-11.608191242789436,-12.843892162565098
1727,0.0,-2.7595509647614764,-5.6382132883251135,-6.825038650543704,-12.864069902620155,-15.093177714141122,-13.873866375283736,-15.48273641947497,-14.3210172503481,-12.048455120651806
1728,0.0,-1.5610818924798577,-6.479605149337486,-8.906430516547875,-14.347106973523928,-12.846709286554235,-14.213495744156146,-14.309404077323913,-11.615397579312226,-12.13675560626745
1729,0.0,-1.5071985586059409,-8.133302170367372,-6.86136162794474,-13.253150512708075,-12.865733609493645,-12.91849759715854,-15.450111613578722,-11.501925006907747,-13.320121467453248
1730,0.0,-2.407805911311584,-6.561224569873907,-7.40383748077063,-11.021129907861125,-12.225642017450985,-15.871442580526468,-13.543050224267322,-15.070726647179907,-11.540005718041376
1731,0.0,-0.9485018105491387,-5.409903533616948,-5.80055092369573,-10.717503704885324,-12.591016995229062,-14.81661702876931,-14.397982186897924,-14.60209394875505,-10.861164154212949
1732,0.0,-0.8329230364320193,-8.566153052819404,-9.076428192411631,-11.739388483947355,-14.730216657259586,-14.103602050221099,-13.235250121987903,-14.840201715189767,-13.216573629257526
1733,0.0,-2.6042743557246935,-5.011595202591115,-8.595065919250251,-11.004005659873432,-12.505085807294456,-13.716965607368529,-12.613286152805985,-12.512069688110973,-9.776070851583865
1734,0.0,-1.2766987362101907,-6.437377076192322,-9.263333116185178,-13.802556527158421,-12.952432135089126,-15.079366251194761,-13.258054225472268,-13.807113566663388,-13.264848197284088
1735,0.0,0.7015218263641296,-8.275040596178664,-8.284434335313247,-11.753128643211099,-14.250297947672452,-14.234811385824182,-14.779020852670609,-12.758063402056088,-12.64522143448094
1736,0.0,0.4184993694130048,-6.771912147125621,-7.768406252704929,-12.5524173907345,-13.338609661648457,-13.023781528074913,-16.362813714327384,-14.360603587626152,-9.72548236156376
1737,0.0,0.49992401964484445,-7.605097629022616,-7.712900379982153,-13.435249716421485,-13.62146219934698,-15.12064997677109,-16.111272834372045,-12.455048657405921,-10.86426793562078
1738,0.0,0.5062365475839807,-5.535509180335661,-9.483843308268458,-10.851440809182929,-11.994489613120942,-14.704861052450271,-14.462773736850888,-12.640071643865264,-12.370821096305958
1739,0.0,-1.8846911389079954,-5.274007847572401,-7.575694246518182,-13.426287748850015,-13.55300190433477,-13.987569355646267,-15.4552089627382,-14.002338702450764,-12.95323642225133
1740,0.0,-0.47951519378889707,-8.345709529032288,-8.726637307519475,-10.416067842801072,-14.413215896412884,-14.478451537020288,-15.265561790147888,-12.797359763418731,-10.251546373709353
1741,0.0,-2.9079350624006426,-6.359169094790296,-6.37580862710082,-13.859283786764948,-12.692363488692397,-14.135598616359017,-16.123387397248425,-11.645955879555348,-12.404486863977882
1742,0.0,-1.398666251032568,-6.341642982053204,-8.918125779196068,-12.795266399529229,-13.161070952105465,-16.098337643744536,-16.01633024341852,-13.247620395242507,-11.262030890310875
1743,0.0,-1.1694936828806197,-8.765465334454008,-7.7412993599527375,-14.064819035326162,-13.836056641367048,-15.523603553336585,-15.688251414407612,-14.012561574968318,-12.389893565853583
1744,0.0,-0.28060372205303263,-7.646510278300789,-8.685946741110756,-13.172171864404191,-15.040321380775834,-12.756876635029762,-13.521575346255682,-13.865768717877886,-10.283511271445365
1745,0.0,-0.09595235006320602,-5.610033692285214,-8.509239013109983,-11.11423269240377,-13.01182072548121,-16.33787061441472,-14.304606056435407,-13.467655417070365,-10.325260551150775
1746,0.0,-0.6702009775689701,-6.603205536318656,-6.427952114078716,-11.820616188098011,-14.096002281552291,-15.017953583354405,-14.0528279668349,-14.052861865535686,-11.323425224234187
1747,0.0,-3.163208770774289,-8.176603973224623,-6.972199955757311,-14.131654725039894,-14.112966754352692,-14.567344948587293,-14.919721009400238,-11.99803544475857,-12.805718770553886
1748,0.0,-0.9635035905195135,-5.243893643499972,-7.9864671816105375,-13.340644844674395,-12.569322957485225,-14.123851585977322,-13.481985338722899,-11.96283347530117,-10.037078459351441
1749,0.0,-2.1383411020152274,-5.361387950734477,-5.693674740845786,-11.929597298624888,-14.680691686089512,-13.757926528031428,-13.254240693174076,-11.974987940030193,-12.737109194260386
1750,0.0,-1.4030730277141075,-6.973515781559358,-5.921219214464955,-11.244154258866589,-12.316359703306873,-15.50906447804131,-15.765389095202126,-13.33702834906442,-13.488711015566881
1751,0.0,-0.8541022691234916,-7.3175717617986695,-7.846994388479796,-11.489077578261094,-12.306937916280535,-15.060530690831492,-14.088552746929487,-14.396127001574499,-10.835415198032404
1752,0.0,-1.342543745746267,-7.242597122696348,-9.059987000242005,-12.976771625111647,-14.325021394415508,-13.774772946201521,-13.24858038222649,-14.432011701476492,-10.31570977269555
1753,0.0,-3.10294630735088,-8.325439780607418,-8.38591731338326,-11.988005662679907,-12.035350079213687,-12.770237281408066,-16.082915930115362,-12.571693564161782,-12.882142991697968
1754,0.0,0.7480207730302428,-8.479161671656236,-5.726789986917835,-13.526039020530671,-13.327173646156321,-14.318989780928014,-12.774430634004345,-12.516980895067174,-11.644025578528046
1755,0.0,-0.8979989552280578,-7.74866422888233,-7.232960444296122,-10.6615695563361,-13.351425556687186,-14.379777118081403,-14.189882651473733,-12.656378355661932,-12.000780799692452
1756,0.0,-1.6233736339839246,-7.01409004855086,-9.047433889812359,-12.166009766880002,-15.741828176952534,-15.997436338899483,-14.04313099834493,-13.4568578019446,-12.485976049537094
1757,0.0,-2.469473023466719,-8.223614585915026,-6.743650769980469,-11.308043749866576,-14.540109368770125,-15.69639672997144,-14.957310435192174,-11.263247898392398,-12.220650327109608
1758,0.0,-2.689945997526349,-8.798186213284255,-7.843553440245543,-11.70096175423937,-12.292837668399944,-15.138051129986389,-13.91145559928324,-13.317543151021534,-11.264637914993578
1759,0.0,0.7549660742588085,-7.7532128842464685,-8.652735290485728,-12.609231164012318,-15.676868254118833,-15.96975613971099,-14.30343702645338,-14.964220999966287,-9.773599206367317
1760,0.0,-3.03667501126279,-6.867871136844063,-6.411206742559556,-12.82405515592128,-15.595468725410202,-14.956261468737942,-15.645754534965914,-14.083896660615114,-12.799390511706058
1761,0.0,-0.993065745553432,-5.643204126015666,-8.238857710342392,-11.456167165564029,-15.895857686997669,-15.572658373069508,-13.5706256955474,-14.978382649551666,-12.789984816497668
1762,0.0,-0.14588512887456062,-4.994698864739707,-8.29652001076189,-12.153610739059364,-12.326845220100392,-16.405935576100177,-16.419802433459218,-15.01351890268452,-10.206179848580229
1763,0.0,-1.5594042554731111,-5.755974508773722,-5.938746585065967,-10.937763138006098,-14.602816283678692,-15.305942648001418,-14.523307182743174,-13.282193000965826,-12.866958091477589
1764,0.0,-0.4120994575067951,-6.206790151447372,-6.097830762428282,-11.094464404388962,-13.747901135556162,-13.03019984608927,-16.15932962309415,-13.5479313711123,-11.351308307147466
1765,0.0,-2.1317980079075105,-6.889982060949292,-6.219283686872085,-13.98756452769458,-13.598063970387559,-14.018854620757038,-13.34657653070701,-12.039648370667994,-10.965355156025163
1766,0.0,0.5267711715552394,-6.179863117375637,-6.552177735610163,-13.781907682544428,-15.780201529414338,-14.922694035093764,-15.727260547329593,-13.724682952407735,-12.587365072556588
1767,0.0,-2.3015508372383913,-7.109657011659882,-9.176358687401809,-10.746364153392378,-14.158104628055858,-14.362981703677812,-16.23027506723769,-11.232637193982773,-11.773680868638566
1768,0.0,0.014102682114564669,-8.789644151894693,-8.556001296766325,-12.921136048482676,-12.122333320259134,-15.276751493822413,-13.33085583788829,-12.133885881515624,-10.563267477463782
1769,0.0,-0.6445353101039606,-6.549285589681267,-9.189903730955107,-13.160118318248184,-14.345631975335685,-13.714433795111429,-14.820306215904127,-13.737797733837347,-11.962003698913996
1770,0.0,0.7165178285192542,-5.6241744568197785,-9.037235990590082,-12.44924179380278,-12.199725552098982,-16.04364521299446,-14.19137032868617,-11.206761095180841,-13.086332811494096
1771,0.0,-1.7052713658521985,-7.0629939395974155,-9.362155884524563,-12.045911123780938,-14.116628839039823,-14.312004281529983,-13.473803380607675,-13.58915410175974,-10.1174661213471
1772,0.0,0.3396946675194097,-4.996809211348052,-6.279290122459628,-14.002501929416326,-14.313402997890368,-14.072467229845348,-14.730418255654278,-13.72202324930052,-10.736563813490706
1773,0.0,-0.7784934735840596,-6.56552871311336,-9.027139419812336,-12.632355648967463,-15.739136254941897,-14.002450887181148,-13.400851004560108,-14.731776416123438,-11.367438512439033
1774,0.0,-1.7413022000334024,-8.718562966898643,-8.646249163329793,-12.6575058979686,-14.913135780769096,-14.595245520339647,-12.955950226638759,-12.210696641840334,-12.633601495058409
1775,0.0,-0.16311791368174466,-8.116470519891854,-7.326105776663973,-12.677232021783977,-13.534595232272755,-15.14139095669296,-13.995401454323476,-15.142910920935638,-12.12107279423368
1776,0.0,-1.027253093715336,-7.972937209887599,-8.679754741211898,-10.454151869150499,-13.367959636318862,-13.646066901822817,-15.932416192711791,-14.745416615709308,-9.982169920518682
1777,0.0,-1.4665243455063004,-8.032307953358096,-6.623447143127633,-10.439157866782619,-12.134128957223584,-15.260920268470802,-15.134417005856031,-11.955935397195965,-11.124215835894617
1778,0.0,-2.617196110350728,-7.960963694471693,-9.121156168993997,-12.199912985701411,-13.654682563755632,-13.029497532746422,-14.04889493295435,-13.82732152322945,-11.70273131509261
1779,0.0,-2.2924542444105045,-7.366167232718754,-6.364203502502642,-10.643918860637527,-12.559576913239349,-14.73248991849994,-15.623058294473674,-13.911428465448699,-11.588705075804004
1780,0.0,-1.2588799761163196,-5.397436763839146,-7.108454908629506,-12.299052688716934,-13.428420176343373,-13.62400615520203,-13.187380527471129,-14.873414529719241,-9.503991445397194
1781,0.0,-0.8163620308887896,-6.397479160650131,-6.377895934848725,-11.733289160673621,-12.537926281120939,-13.457988881970556,-15.847603248803543,-15.043998571817411,-11.475251648918615
1782,0.0,-1.1749941113852271,-5.69383527250874,-8.969661911682868,-10.366220224146687,-12.814605445293598,-13.04852129024086,-15.625710523318753,-13.396466490708614,-12.984608089544949
1783,0.0,-2.1470375773085912,-6.016152238973427,-7.363922459285275,-10.406982125553071,-12.998380867448057,-13.300541641475647,-14.791596167494173,-11.267268012960356,-12.168929252048446
1784,0.0,-1.486663202734776,-6.803801368726017,-7.523545129080585,-11.1074362240747,-14.034892001009235,-13.845962320301519,-13.023420140593572,-14.522847249449972,-12.397921104087462
1785,0.0,-0.685791449993062,-7.991479930387087,-8.79953399224324,-14.016847254999387,-13.539014701007261,-12.716383094678072,-13.485190792491068,-13.180739833096718,-9.89469487665114
1786,0.0,-1.389896456402276,-7.466329566866367,-6.281659947168187,-13.654562937142016,-14.56005731125804,-14.934080926159657,-14.27685835498517,-14.544908921812297,-12.658640502256889
1787,0.0,-2.3953375592111286,-5.4169706855569855,-6.100148226132662,-13.752696142389826,-12.822203925467699,-13.86012583138778,-14.004416613249994,-12.491401150922322,-12.41939200329145
1788,0.0,-2.943722778254207,-6.89751283858498,-8.403070991374522,-11.302625224176019,-15.470011622990334,-15.067294274962574,-13.12657942637523,-12.766500200203454,-13.485949651081548
1789,0.0,-0.19434848038481212,-5.856064869479699,-8.279898780790385,-13.808612013444112,-13.65078684010124,-16.330161869807885,-14.198808130428906,-14.385944442581536,-10.351388039435676
1790,0.0,-2.9729476496896665,-5.064614943292025,-7.028732087918563,-13.69722245629992,-12.68650890012521,-14.79830389505099,-14.585392457347886,-13.593738939554237,-10.561803077816842
1791,0.0,-1.749682837063756,-7.845061199363399,-9.065577661938008,-10.799852711463535,-15.190046725179213,-13.372824196435417,-13.63440825095914,-13.489993537570848,-9.923859132019267
1792,0.0,0.08039562809784817,-6.754591759610252,-6.125904204529091,-10.378058500880124,-12.214376079413036,-12.847233747508461,-15.719586013424115,-12.737767261706232,-13.066601017221403
1793,0.0,-2.082781609202139,-5.824909654803907,-6.474053947637068,-10.403727938506105,-13.448675896830771,-13.37439855690751,-12.900818394126201,-12.813421126749798,-10.245741831158789
1794,0.0,-2.312430752932431,-8.86834522593407,-6.563887565935641,-12.277101786038326,-14.396731544037983,-15.144398638910127,-13.199990495644396,-13.947438368574183,-11.086435770616355
1795,0.0,-2.580182518889654,-8.200398564687935,-7.462495485207816,-10.940222171298522,-15.038459302741426,-14.460233559409865,-15.652755463401771,-12.246972390518339,-11.512910569945161
1796,0.0,-0.8116584201366983,-8.052507990772668,-7.269774187647776,-11.545816245637058,-12.627919599424008,-14.066361966467769,-15.808491502292469,-11.537247664554714,-12.70828178326641
1797,0.0,-2.728171242660673,-5.528147394424062,-6.047212299269333,-11.91960935628402,-14.724517771325317,-15.859867067774251,-14.103583871015797,-13.542154920810729,-13.48281460625705
1798,0.0,-0.7921360297320685,-8.049830388315586,-8.721485604288945,-11.38737309026071,-12.469365403693228,-15.550570365003791,-12.967867078310402,-13.43384555331644,-13.107478977618749
1799,0.0,-1.6189378604141436,-8.436094231461581,-7.484056622700274,-11.892276268665848,-14.777191529387386,-14.52159619875841,-14.105896931520547,-11.596350724158551,-11.562551055761592
1800,0.0,0.20989179942589153,-7.675978094333761,-9.361561830158422,-13.230961428258379,-13.809151130710603,-13.619124348822666,-14.488508721506285,-12.298370781388586,-10.782593951433245
1801,0.0,0.5975056929004077,-8.539115056179728,-6.51661640561168,-11.263457889583231,-12.379135879465714,-16.27106452753083,-15.327902587534178,-14.61864481907076,-13.33927053972648
1802,0.0,-0.8140001012540545,-7.965473847294554,-7.395005087858033,-12.940416769914568,-14.554003021112857,-14.191413887928007,-15.2813254014071,-12.377330814232959,-13.312874909646242
1803,0.0,-1.51527859465154,-8.755142669580211,-7.172477790089223,-11.933037536082937,-15.021029185589237,-12.977647245776467,-16.54286697804534,-11.202872170871531,-10.19396880894255
1804,0.0,-2.9597889277457177,-7.228484571980087,-7.701820586189338,-12.604275933312692,-12.66970678211748,-12.89636664675346,-13.846851206697796,-14.001967843262536,-9.714194097873104
1805,0.0,-2.397679575639936,-6.172989467899055,-7.85622198273155,-13.07790498275821,-13.225098462736279,-15.269761282043849,-15.213738213883973,-14.79402926916588,-11.952529681407132
1806,0.0,-3.0406738431592264,-7.105069728091083,-8.344143732019683,-12.340777933796659,-14.751629276247247,-15.528346382230014,-13.101402552949153,-12.304920658818773,-13.202141410237793
1807,0.0,-1.902354748131258,-6.114282061463467,-7.917239435692638,-13.748174648797765,-13.533646093561554,-12.953613318261873,-13.318160123994241,-13.06977639439546,-10.155918321651352
1808,0.0,-0.9500869361963624,-8.923900659136272,-8.69255892433878,-11.917329523881605,-13.502349631492473,-14.98963491169921,-14.897683826683119,-15.051956682810392,-13.085985066924342
1809,0.0,-1.982151715415552,-8.575315927202555,-6.652546092354305,-14.338251155571262,-12.67829759083743,-13.947872874477856,-14.46136729847669,-11.424100921901937,-10.599968460156292
